segment,users,hit_at_10,hit_std,ndcg_at_10,ndcg_std
White,57374,0.04873868535108818,0.0006449699207017348,0.02392625722817163,0.00023375015659287613
Asian,49618,0.04662958335012832,0.00019366003339378794,0.02326678069596848,1.6380819816440238e-05
Black,39074,0.04860009213287608,0.0007540011190385539,0.023886765316214597,0.0004217530540778137
Hispanic,10152,0.048627528237457314,0.0011374118778361448,0.024953830250867153,0.00018180058733887288
