segment,users,hit_at_10,hit_std,ndcg_at_10,ndcg_std
Female,44823,0.04859112509202865,0.00024131927417602567,0.023850625233433436,9.275199763490377e-05
Male,66961,0.04954127526968435,0.00036161826782084825,0.02456437178929145,0.00028705879376241265
